2015-5-31,http://www.alifenfen.com/,忘记拥抱;a-lin;80;伤感,  260,112.4100
2015-12-26,http://www.movie.com/dor/,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;
2015-8-30,http://www.qudee.com/,屋顶;温岚;80;励志,  196,1847.6300
2015-4-20,http://www.favolist.com/,story of my life;bon jovi;90;励志,  214,1860.8700
2015-6-21,http://www.denghuo.com/,借我;谢春花;90;伤感,  272,937.3800
2015-4-28,http://www.wuhan58.com/index.php,firework;katy perry;90;励志,  289,501.7200
2015-3-19,http://beijing.hand2hand.cn/,太阳星辰;张学友;80;励志,   19,1802.6400
2015-5-1,http://www.010y.com/,一起走过的日子;刘德华;80;伤感,  174,621.1500
2015-12-5,http://www.movie.com/bor/12386／,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;
2015-8-30,http://www.alifenfen.com/,我心是海洋;蔡琴;80;励志,   22,1053.1300
2015-12-25,http://www.movie.com/dor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;
2015-8-24,http://www.mouxiao.com/,firework;katy perry;90;励志,  201,1539.8400
2015-7-17,http://www.waaku.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,  110,406.2000
2015-8-8,http://www.qiyi123.com/,星;邓丽君;80;励志,   36,1277.9500
2015-8-3,http://www.yifawang.cn/,星;邓丽君;80;励志,  184,1382.2400
2015-5-15,http://www.jieu.com/,数鸭子;少儿歌曲;90;儿歌,  167,1329.1600
2015-6-8,http://beijing.hand2hand.cn/,太阳星辰;张学友;80;励志,   49,1265.9000
2015-4-13,http://bj.qu114.com/,壮志雄心;李克勤;90;励志,  128,1195.1700
2015-6-12,http://www.favolist.com/,从头再来;刘欢;90;励志,  193,567.2400
2015-3-8,http://www.ezxun.com/,匿名的好友;杨丞琳;90;伤感,   29,1316.1300
2015-12-25,http://www.movie.com/dor/,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;
2015-8-2,http://www.mouxiao.com/,the climb;miley cyrus;80;励志,  128,1343.4000
2015-3-17,http://beijing.hand2hand.cn/,我心是海洋;蔡琴;80;励志,   72,320.6900
2015-5-14,http://bj.454.cn/,my way;张敬轩;90;励志,  259,931.0000
2015-4-11,http://www.qiyi123.com/,the climb;miley cyrus;80;励志,    8,1249.1900
2015-5-13,http://www.ezxun.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,   31,1849.9400
2015-4-4,http://www.wanxn.com/,爱让世界更美;童安格;90;励志,  287,96.6400
2015-6-19,http://bj.qu114.com/,忘记拥抱;a-lin;80;伤感,   12,1617.6800
2015-3-17,http://beijing.faxinxi.cn/,借过;容祖儿;90;伤感,  231,1383.4600
2015-4-10,http://www.qiyi123.com/,屋顶;温岚;80;励志,  158,104.0400
2015-5-30,http://www.010y.com/,数鸭子;少儿歌曲;90;儿歌,  160,521.6400
2015-5-24,http://www.apinpai.com/,屋顶;温岚;80;励志,   90,1004.1800
2015-5-18,http://www.apinpai.com/,忘记拥抱;a-lin;80;伤感,   84,535.4000
2015-5-19,http://bj.qu114.com/,感恩的心;欧阳菲菲;90;励志,  250,704.6500
2015-3-25,http://www.alifenfen.com/,my way;张敬轩;90;励志,  241,1991.3200
2015-5-7,http://www.waaku.com/,借过;容祖儿;90;伤感,  211,617.3800
2015-12-10,http://www.movie.com/bor/12386／,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;
2015-12-15,http://www.movie.com/bor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;
2015-3-1,http://www.favolist.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,   70,216.3400
2015-12-10,http://www.movie.com/bor/12386／,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;
2015-12-16,http://www.movie.com/dor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;
2015-6-17,http://www.waaku.com/,像我一样骄傲;赵传;80;励志,   21,779.3600
2015-5-24,http://beijing.faxinxi.cn/,路...一直都在;陈奕迅;90;励志,   37,1008.8900
2015-12-25,http://www.movie.com/bor/12386／,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;
2015-8-14,http://www.ezxun.com/,my way;张敬轩;90;励志,  130,1588.2700
2015-5-17,http://www.wanxn.com/,逃脱;李玟;90;伤感,  179,516.8300
2015-7-31,http://www.qiyi123.com/,匿名的好友;杨丞琳;90;伤感,  224,637.5900
2015-3-6,http://www.mouxiao.com/,逃脱;李玟;90;伤感,  130,1564.3400
2015-6-15,http://www.qudee.com/,来来回回;陈楚生&spy.c;90;伤感,  202,1538.9800
2015-8-29,http://www.wanxn.com/,story of my life;bon jovi;90;励志,  108,1776.0300
2015-8-10,http://www.mouxiao.com/,永远不要说放弃;童安格;80;励志,   38,1116.0600
2015-3-26,http://www.qudee.com/,无悔这一生;beyond;80;励志,  278,337.8500
2015-7-13,http://www.qiyi123.com/,拔萝卜;小蓓蕾组合;90;儿歌,  176,728.6800
2015-7-9,http://info.tianya.cn,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,   46,936.6400
2015-8-28,http://www.favolist.com/,忘记拥抱;a-lin;80;伤感,   61,1241.0400
2015-12-6,http://www.movie.com/dor/,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;
2015-5-3,http://www.010y.com/,数鸭子;少儿歌曲;90;儿歌,  219,1274.0400
2015-3-21,http://www.denghuo.com/,匿名的好友;杨丞琳;90;伤感,  202,1866.2800
2015-5-24,http://www.qudee.com/,一起走过的日子;刘德华;80;伤感,   57,416.6700
2015-6-16,http://www.favolist.com/,空壳;陈慧敏;90;伤感,  221,1886.6400
2015-6-15,http://www.010y.com/,无悔这一生;beyond;80;励志,   72,555.2000
2015-12-27,http://www.movie.com/dor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;
2015-5-11,http://www.denghuo.com/,一起走过的日子;刘德华;80;伤感,   38,844.3900
2015-5-3,http://www.waaku.com/,壮志雄心;李克勤;90;励志,  241,496.0800
2015-12-21,http://www.movie.com/bor/12386／,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;
2015-3-11,http://bj.454.cn/,数鸭子;少儿歌曲;90;儿歌,  125,718.7000
2015-3-11,http://info.tianya.cn,我心是海洋;蔡琴;80;励志,   39,354.6700
2015-6-27,http://www.waaku.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,  249,1578.1600
2015-5-13,http://www.qiyi123.com/,我心是海洋;蔡琴;80;励志,  198,239.6300
2015-7-12,http://info.tianya.cn,拔萝卜;小蓓蕾组合;90;儿歌,   36,1949.8900
2015-3-11,http://bj.qu114.com/,路...一直都在;陈奕迅;90;励志,  146,1503.6000
2015-5-3,http://www.qudee.com/,借我;谢春花;90;伤感,   62,1336.7500
2015-5-18,http://www.mouxiao.com/,我心是海洋;蔡琴;80;励志,  221,825.7100
2015-6-26,http://www.qudee.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,  177,106.0500
2015-6-10,http://www.waaku.com/,story of my life;bon jovi;90;励志,  262,816.0200
2015-12-11,http://www.movie.com/dor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;
2015-7-20,http://www.wuhan58.com/index.php,感恩的心;欧阳菲菲;90;励志,  139,1453.1900
2015-12-22,http://www.movie.com/dor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;
2015-7-24,http://www.denghuo.com/,最冷一天;陈奕迅;90;伤感,  117,274.8600
2015-7-6,http://www.yifawang.cn/,路...一直都在;陈奕迅;90;励志,  239,266.1100
2015-6-25,http://www.qiyi123.com/,the climb;miley cyrus;80;励志,  276,1133.8800
2015-4-19,http://beijing.faxinxi.cn/,小兔子乖乖;小蓓蕾组合;90;儿歌,  143,188.4500
2015-5-3,http://www.mouxiao.com/,星;邓丽君;80;励志,  262,877.6400
2015-8-28,http://www.favolist.com/,爱让世界更美;童安格;90;励志,  105,1922.9500
2015-4-20,http://www.apinpai.com/,一起走过的日子;刘德华;80;伤感,    8,1284.4800
2015-7-28,http://www.apinpai.com/,从头再来;刘欢;90;励志,  107,912.1900
2015-7-12,http://www.mouxiao.com/,我心是海洋;蔡琴;80;励志,   27,1738.1600
2015-6-16,http://www.ezxun.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,   98,1931.5900
2015-8-25,http://www.99inf.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,  115,1428.8600
2015-5-13,http://www.wanxn.com/,来来回回;陈楚生&spy.c;90;伤感,  282,731.5900
2015-4-17,http://info.tianya.cn,匿名的好友;杨丞琳;90;伤感,   58,1727.3100
2015-5-21,http://www.qudee.com/,路...一直都在;陈奕迅;90;励志,  138,445.1300
2015-6-19,http://www.qiyi123.com/,从头再来;刘欢;90;励志,   79,154.9600
2015-3-27,http://www.apinpai.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,  144,1323.2000
2015-7-26,http://beijing.hand2hand.cn/,我;张国荣;80;励志,   21,1660.7600
2015-12-24,http://www.movie.com/bor/12386／,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;
2015-7-27,http://www.ezxun.com/,屋顶;温岚;80;励志,  273,358.4500
2015-8-21,http://www.wuhan58.com/index.php,来来回回;陈楚生&spy.c;90;伤感,  101,434.1400
2015-4-5,http://www.denghuo.com/,太阳星辰;张学友;80;励志,  267,1843.3700
2015-12-7,http://www.movie.com/bor/12386／,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;
2015-12-4,http://www.movie.com/dor/,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;
2015-3-4,http://www.qiyi123.com/,firework;katy perry;90;励志,  183,830.8500
2015-5-2,http://www.jieu.com/,从头再来;刘欢;90;励志,   54,829.0200
2015-7-25,http://www.qudee.com/,路...一直都在;陈奕迅;90;励志,  203,914.6000
2015-8-14,http://www.qudee.com/,太阳星辰;张学友;80;励志,  199,1498.9600
2015-5-19,http://www.yifawang.cn/,永远不要说放弃;童安格;80;励志,  119,599.6100
2015-7-31,http://www.waaku.com/,一起走过的日子;刘德华;80;伤感,   61,781.3100
2015-8-29,http://www.favolist.com/,匿名的好友;杨丞琳;90;伤感,  175,1244.6300
2015-5-16,http://bj.454.cn/,拔萝卜;小蓓蕾组合;90;儿歌,  152,437.0100
2015-8-19,http://www.alifenfen.com/,壮志雄心;李克勤;90;励志,   74,1388.6700
2015-7-29,http://www.mouxiao.com/,像我一样骄傲;赵传;80;励志,   28,503.2300
2015-8-10,http://www.yifawang.cn/,firework;katy perry;90;励志,   24,1454.4100
2015-5-3,http://www.ezxun.com/,借我;谢春花;90;伤感,  201,1098.6000
2015-4-19,http://bj.qu114.com/,像我一样骄傲;赵传;80;励志,  258,1419.8700
2015-4-18,http://beijing.hand2hand.cn/,永远不要说放弃;童安格;80;励志,  240,1106.2700
2015-3-27,http://info.tianya.cn,像我一样骄傲;赵传;80;励志,  134,1145.5500
2015-7-14,http://www.jieu.com/,壮志雄心;李克勤;90;励志,    8,861.5500
2015-12-17,http://www.movie.com/bor/12386／,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;
2015-4-21,http://www.mouxiao.com/,路...一直都在;陈奕迅;90;励志,   25,150.5700
2015-12-22,http://www.movie.com/bor/12386／,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;
2015-4-25,http://www.yifawang.cn/,来来回回;陈楚生&spy.c;90;伤感,   60,705.8400
2015-6-12,http://beijing.hand2hand.cn/,同道中人;张国荣;80;励志,   52,1679.3800
2015-6-14,http://www.waaku.com/,story of my life;bon jovi;90;励志,   67,1657.6500
2015-5-22,http://www.wanxn.com/,无悔这一生;beyond;80;励志,   90,1076.7000
2015-7-11,http://www.denghuo.com/,光辉岁月;beyond;80;励志,  231,467.7300
2015-3-7,http://info.tianya.cn,爱让世界更美;童安格;90;励志,   29,1753.6300
2015-3-1,http://beijing.hand2hand.cn/,从头再来;刘欢;90;励志,  245,1628.8700
2015-12-29,http://www.movie.com/bor/,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;
2015-5-17,http://www.apinpai.com/,永远不要说放弃;童安格;80;励志,  286,1927.4100
2015-12-24,http://www.movie.com/dor/,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;
2015-6-6,http://www.99inf.com/,我;张国荣;80;励志,  120,1609.8100
2015-3-14,http://www.qiyi123.com/,我;张国荣;80;励志,   93,230.8900
2015-7-7,http://www.mouxiao.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,  223,965.7700
2015-7-22,http://info.tianya.cn,来来回回;陈楚生&spy.c;90;伤感,   46,164.2500
2015-12-20,http://www.movie.com/dor/,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;
2015-3-3,http://www.qiyi123.com/,太阳星辰;张学友;80;励志,  233,1164.7800
2015-8-3,http://www.waaku.com/,路...一直都在;陈奕迅;90;励志,  215,417.3100
2015-5-14,http://beijing.hand2hand.cn/,加油;林俊杰/mc hotdog;90;励志,  239,1635.3300
2015-12-9,http://www.movie.com/dor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;
2015-5-10,http://www.wuhan58.com/index.php,光辉岁月;beyond;80;励志,  103,572.3900
2015-12-10,http://www.movie.com/bor/,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;
2015-8-18,http://beijing.hand2hand.cn/,the climb;miley cyrus;80;励志,   19,1491.8700
2015-6-4,http://www.010y.com/,星;邓丽君;80;励志,  255,1069.1300
2015-4-1,http://bj.qu114.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,   84,1903.4700
2015-6-7,http://www.yifawang.cn/,来来回回;陈楚生&spy.c;90;伤感,   47,1858.5300
2015-8-20,http://bj.454.cn/,无悔这一生;beyond;80;励志,  236,1991.9900
2015-8-10,http://www.yifawang.cn/,我心是海洋;蔡琴;80;励志,   60,1875.5400
2015-12-20,http://www.movie.com/dor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;
2015-8-27,http://www.yifawang.cn/,借过;容祖儿;90;伤感,   67,362.5500
2015-7-2,http://www.wuhan58.com/index.php,加油;林俊杰/mc hotdog;90;励志,   51,1850.4800
2015-8-10,http://www.ezxun.com/,感恩的心;欧阳菲菲;90;励志,   63,659.6100
2015-6-16,http://www.denghuo.com/,空壳;陈慧敏;90;伤感,   24,1765.9600
2015-7-16,http://www.favolist.com/,空壳;陈慧敏;90;伤感,   82,652.1400
2015-12-7,http://www.movie.com/bor/12386／,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;
2015-6-22,http://beijing.faxinxi.cn/,壮志雄心;李克勤;90;励志,   53,1992.6400
2015-8-27,http://www.alifenfen.com/,感恩的心;欧阳菲菲;90;励志,  155,230.9500
2015-4-29,http://www.yifawang.cn/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,  101,395.6800
2015-3-2,http://www.qiyi123.com/,借过;容祖儿;90;伤感,   30,99.0100
2015-12-21,http://www.movie.com/dor/,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;
2015-12-3,http://www.movie.com/bor/12386／,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;
2015-3-8,http://beijing.faxinxi.cn/,我;张国荣;80;励志,   43,419.8700
2015-12-16,http://www.movie.com/bor/12386／,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;
2015-3-26,http://www.jieu.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,   86,456.9500
2015-7-28,http://www.010y.com/,光辉岁月;beyond;80;励志,  279,936.0600
2015-5-21,http://www.qiyi123.com/,来来回回;陈楚生&spy.c;90;伤感,   99,1506.4900
2015-5-4,http://info.tianya.cn,感恩的心;欧阳菲菲;90;励志,   20,1615.6100
2015-5-10,http://beijing.hand2hand.cn/,借过;容祖儿;90;伤感,    8,766.5600
2015-8-25,http://www.yifawang.cn/,屋顶;温岚;80;励志,  239,142.8700
2015-12-20,http://www.movie.com/bor/,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;
2015-5-13,http://www.010y.com/,感恩的心;欧阳菲菲;90;励志,   73,133.2100
2015-5-11,http://www.jieu.com/,the climb;miley cyrus;80;励志,   83,1230.6900
2015-7-26,http://www.jieu.com/,story of my life;bon jovi;90;励志,  271,1896.6600
2015-12-22,http://www.movie.com/dor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;
2015-4-14,http://www.jieu.com/,firework;katy perry;90;励志,   81,1719.9000
2015-12-7,http://www.movie.com/bor/,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;
2015-5-9,http://beijing.faxinxi.cn/,来来回回;陈楚生&spy.c;90;伤感,  239,800.6900
2015-5-9,http://www.waaku.com/,感恩的心;欧阳菲菲;90;励志,   74,1293.3600
2015-8-21,http://beijing.hand2hand.cn/,加油;林俊杰/mc hotdog;90;励志,   44,527.0000
2015-5-14,http://www.jieu.com/,匿名的好友;杨丞琳;90;伤感,   50,1401.6700
2015-12-1,http://www.movie.com/bor/,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;
2015-12-23,http://www.movie.com/bor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;
2015-7-31,http://beijing.faxinxi.cn/,数鸭子;少儿歌曲;90;儿歌,   11,1701.9700
2015-3-21,http://info.tianya.cn,屋顶;温岚;80;励志,   76,309.8400
2015-6-10,http://www.favolist.com/,空壳;陈慧敏;90;伤感,  153,700.3600
2015-3-15,http://www.wuhan58.com/index.php,我;张国荣;80;励志,   71,1381.5300
2015-8-7,http://www.99inf.com/,太阳星辰;张学友;80;励志,   50,1309.8100
2015-4-27,http://www.alifenfen.com/,小兔子乖乖;小蓓蕾组合;90;儿歌,  101,1332.7900
2015-5-24,http://www.qudee.com/,给所有知道我名字的人;赵传;80;励志,  181,1780.0200
2015-7-3,http://beijing.faxinxi.cn/,太阳星辰;张学友;80;励志,  135,1358.1200
2015-12-1,http://www.movie.com/dor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;
2015-7-6,http://beijing.faxinxi.cn/,空壳;陈慧敏;90;伤感,  109,345.3700
2015-7-12,http://www.mouxiao.com/,光辉岁月;beyond;80;励志,   74,462.8200
2015-8-8,http://www.99inf.com/,借过;容祖儿;90;伤感,  216,787.9700
2015-12-24,http://www.movie.com/bor/12386／,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;
2015-3-1,http://www.qiyi123.com/,屋顶;温岚;80;励志,  242,1056.9600
2015-12-20,http://www.movie.com/dor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;
2015-8-4,http://www.denghuo.com/,星;邓丽君;80;励志,   62,1865.8000
2015-8-23,http://www.99inf.com/,借过;容祖儿;90;伤感,  113,137.6400
2015-12-17,http://www.movie.com/bor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;
